Activitati ale industriei CAEN Rev.2 - total  sectiuni si diviziuni  mari grupe industriale, Luni, UM: Procente, Valoare
INDUSTRIA EXTRACTIVA, Luna august 2022, Procente, 99.1
INDUSTRIA EXTRACTIVA, Luna septembrie 2022, Procente, 101.9
INDUSTRIA EXTRACTIVA, Luna octombrie 2022, Procente, 106
INDUSTRIA EXTRACTIVA, Luna noiembrie 2022, Procente, 109
INDUSTRIA EXTRACTIVA, Luna decembrie 2022, Procente, 104
INDUSTRIA EXTRACTIVA, Luna ianuarie 2023, Procente, 92.6
INDUSTRIA EXTRACTIVA, Luna februarie 2023, Procente, 88.2
INDUSTRIA EXTRACTIVA, Luna martie 2023, Procente, 100
INDUSTRIA EXTRACTIVA, Luna aprilie 2023, Procente, 93.2
INDUSTRIA EXTRACTIVA, Luna mai 2023, Procente, 100.4
INDUSTRIA EXTRACTIVA, Luna iunie 2023, Procente, 98.3
INDUSTRIA EXTRACTIVA, Luna iulie 2023, Procente, 96.6
INDUSTRIA EXTRACTIVA, Luna august 2023, Procente, 98.7
INDUSTRIA EXTRACTIVA, Luna septembrie 2023, Procente, 101.2
INDUSTRIA EXTRACTIVA, Luna octombrie 2023, Procente, 102.1
INDUSTRIA EXTRACTIVA, Luna noiembrie 2023, Procente, 101.2
INDUSTRIA EXTRACTIVA, Luna decembrie 2023, Procente, 95.6
INDUSTRIA EXTRACTIVA, Luna ianuarie 2024, Procente, 85.7
INDUSTRIA EXTRACTIVA, Luna februarie 2024, Procente, 90.7
INDUSTRIA EXTRACTIVA, Luna martie 2024, Procente, 98.1
INDUSTRIA EXTRACTIVA, Luna aprilie 2024, Procente, 97.8
INDUSTRIA EXTRACTIVA, Luna mai 2024, Procente, 98.5
INDUSTRIA EXTRACTIVA, Luna iunie 2024, Procente, 95
INDUSTRIA EXTRACTIVA, Luna iulie 2024, Procente, 99.4
INDUSTRIA EXTRACTIVA, Luna august 2024, Procente, 98.2
INDUSTRIA EXTRACTIVA, Luna septembrie 2024, Procente, 96.7
INDUSTRIA EXTRACTIVA, Luna octombrie 2024, Procente, 104.3
INDUSTRIA EXTRACTIVA, Luna noiembrie 2024, Procente, 97.5
INDUSTRIA EXTRACTIVA, Luna decembrie 2024, Procente, 94.5
INDUSTRIA EXTRACTIVA, Luna ianuarie 2025, Procente, 86.7
INDUSTRIA EXTRACTIVA, Luna februarie 2025, Procente, 84.6
Extractia carbunelui superior si inferior, Luna ianuarie 2005, Procente, 181.4
Extractia carbunelui superior si inferior, Luna februarie 2005, Procente, 171.9
Extractia carbunelui superior si inferior, Luna martie 2005, Procente, 213.1
Extractia carbunelui superior si inferior, Luna aprilie 2005, Procente, 195.8
Extractia carbunelui superior si inferior, Luna mai 2005, Procente, 175.1
Extractia carbunelui superior si inferior, Luna iunie 2005, Procente, 139.3
Extractia carbunelui superior si inferior, Luna iulie 2005, Procente, 156.5
Extractia carbunelui superior si inferior, Luna august 2005, Procente, 170.5
Extractia carbunelui superior si inferior, Luna septembrie 2005, Procente, 192.1
Extractia carbunelui superior si inferior, Luna octombrie 2005, Procente, 187.6
Extractia carbunelui superior si inferior, Luna noiembrie 2005, Procente, 203
Extractia carbunelui superior si inferior, Luna decembrie 2005, Procente, 174.7
Extractia carbunelui superior si inferior, Luna ianuarie 2006, Procente, 168.1
Extractia carbunelui superior si inferior, Luna februarie 2006, Procente, 199.4
Extractia carbunelui superior si inferior, Luna martie 2006, Procente, 222.7
Extractia carbunelui superior si inferior, Luna aprilie 2006, Procente, 187
Extractia carbunelui superior si inferior, Luna mai 2006, Procente, 198.6
Extractia carbunelui superior si inferior, Luna iunie 2006, Procente, 196.9
Extractia carbunelui superior si inferior, Luna iulie 2006, Procente, 196.6
Extractia carbunelui superior si inferior, Luna august 2006, Procente, 214.6
Extractia carbunelui superior si inferior, Luna septembrie 2006, Procente, 216.2
Extractia carbunelui superior si inferior, Luna octombrie 2006, Procente, 216
Extractia carbunelui superior si inferior, Luna noiembrie 2006, Procente, 220.4
Extractia carbunelui superior si inferior, Luna decembrie 2006, Procente, 199.7
Extractia carbunelui superior si inferior, Luna ianuarie 2007, Procente, 217
Extractia carbunelui superior si inferior, Luna februarie 2007, Procente, 211.2
Extractia carbunelui superior si inferior, Luna martie 2007, Procente, 212.9
Extractia carbunelui superior si inferior, Luna aprilie 2007, Procente, 189.1
Extractia carbunelui superior si inferior, Luna mai 2007, Procente, 205.8
Extractia carbunelui superior si inferior, Luna iunie 2007, Procente, 212.3
Extractia carbunelui superior si inferior, Luna iulie 2007, Procente, 210.1
Extractia carbunelui superior si inferior, Luna august 2007, Procente, 220.2
Extractia carbunelui superior si inferior, Luna septembrie 2007, Procente, 208.6
Extractia carbunelui superior si inferior, Luna octombrie 2007, Procente, 203.2
Extractia carbunelui superior si inferior, Luna noiembrie 2007, Procente, 196.8
Extractia carbunelui superior si inferior, Luna decembrie 2007, Procente, 181.9
Extractia carbunelui superior si inferior, Luna ianuarie 2008, Procente, 181.2
Extractia carbunelui superior si inferior, Luna februarie 2008, Procente, 196
Extractia carbunelui superior si inferior, Luna martie 2008, Procente, 218.7
Extractia carbunelui superior si inferior, Luna aprilie 2008, Procente, 195.2
Extractia carbunelui superior si inferior, Luna mai 2008, Procente, 205.4
Extractia carbunelui superior si inferior, Luna iunie 2008, Procente, 209.2
Extractia carbunelui superior si inferior, Luna iulie 2008, Procente, 226.7
Extractia carbunelui superior si inferior, Luna august 2008, Procente, 221
Extractia carbunelui superior si inferior, Luna septembrie 2008, Procente, 213.3
Extractia carbunelui superior si inferior, Luna octombrie 2008, Procente, 234.2
Extractia carbunelui superior si inferior, Luna noiembrie 2008, Procente, 193.6
Extractia carbunelui superior si inferior, Luna decembrie 2008, Procente, 174.6
Extractia carbunelui superior si inferior, Luna ianuarie 2009, Procente, 174.5
Extractia carbunelui superior si inferior, Luna februarie 2009, Procente, 167.6
Extractia carbunelui superior si inferior, Luna martie 2009, Procente, 201.8
Extractia carbunelui superior si inferior, Luna aprilie 2009, Procente, 124.3
Extractia carbunelui superior si inferior, Luna mai 2009, Procente, 208.1
Extractia carbunelui superior si inferior, Luna iunie 2009, Procente, 136.8
Extractia carbunelui superior si inferior, Luna iulie 2009, Procente, 154.3
Extractia carbunelui superior si inferior, Luna august 2009, Procente, 197.9
Extractia carbunelui superior si inferior, Luna septembrie 2009, Procente, 199.4
Extractia carbunelui superior si inferior, Luna octombrie 2009, Procente, 210.3
Extractia carbunelui superior si inferior, Luna noiembrie 2009, Procente, 196.9
Extractia carbunelui superior si inferior, Luna decembrie 2009, Procente, 153
Extractia carbunelui superior si inferior, Luna ianuarie 2010, Procente, 157.3
Extractia carbunelui superior si inferior, Luna februarie 2010, Procente, 173
Extractia carbunelui superior si inferior, Luna martie 2010, Procente, 183
Extractia carbunelui superior si inferior, Luna aprilie 2010, Procente, 141
Extractia carbunelui superior si inferior, Luna mai 2010, Procente, 128.7
Extractia carbunelui superior si inferior, Luna iunie 2010, Procente, 150.6
Extractia carbunelui superior si inferior, Luna iulie 2010, Procente, 202.4
Extractia carbunelui superior si inferior, Luna august 2010, Procente, 197.6
Extractia carbunelui superior si inferior, Luna septembrie 2010, Procente, 206.8
Extractia carbunelui superior si inferior, Luna octombrie 2010, Procente, 199.6
Extractia carbunelui superior si inferior, Luna noiembrie 2010, Procente, 208.7
Extractia carbunelui superior si inferior, Luna decembrie 2010, Procente, 159.1
Extractia carbunelui superior si inferior, Luna ianuarie 2011, Procente, 162.6
Extractia carbunelui superior si inferior, Luna februarie 2011, Procente, 174.8
Extractia carbunelui superior si inferior, Luna martie 2011, Procente, 216.6
Extractia carbunelui superior si inferior, Luna aprilie 2011, Procente, 187.4
Extractia carbunelui superior si inferior, Luna mai 2011, Procente, 196.6
Extractia carbunelui superior si inferior, Luna iunie 2011, Procente, 210.8
Extractia carbunelui superior si inferior, Luna iulie 2011, Procente, 202.6
Extractia carbunelui superior si inferior, Luna august 2011, Procente, 217.6
Extractia carbunelui superior si inferior, Luna septembrie 2011, Procente, 208.6
Extractia carbunelui superior si inferior, Luna octombrie 2011, Procente, 217
Extractia carbunelui superior si inferior, Luna noiembrie 2011, Procente, 228.7
Extractia carbunelui superior si inferior, Luna decembrie 2011, Procente, 207.7
Extractia carbunelui superior si inferior, Luna ianuarie 2012, Procente, 200.5
Extractia carbunelui superior si inferior, Luna februarie 2012, Procente, 188
Extractia carbunelui superior si inferior, Luna martie 2012, Procente, 233.4
Extractia carbunelui superior si inferior, Luna aprilie 2012, Procente, 173
Extractia carbunelui superior si inferior, Luna mai 2012, Procente, 184
Extractia carbunelui superior si inferior, Luna iunie 2012, Procente, 183.2
Extractia carbunelui superior si inferior, Luna iulie 2012, Procente, 191.8
Extractia carbunelui superior si inferior, Luna august 2012, Procente, 194.1
Extractia carbunelui superior si inferior, Luna septembrie 2012, Procente, 211.3
Extractia carbunelui superior si inferior, Luna octombrie 2012, Procente, 197.2
Extractia carbunelui superior si inferior, Luna noiembrie 2012, Procente, 205.2
Extractia carbunelui superior si inferior, Luna decembrie 2012, Procente, 160.5
Extractia carbunelui superior si inferior, Luna ianuarie 2013, Procente, 185.5
Extractia carbunelui superior si inferior, Luna februarie 2013, Procente, 119.2
Extractia carbunelui superior si inferior, Luna martie 2013, Procente, 154.8
Extractia carbunelui superior si inferior, Luna aprilie 2013, Procente, 142.2
Extractia carbunelui superior si inferior, Luna mai 2013, Procente, 88.7
Extractia carbunelui superior si inferior, Luna iunie 2013, Procente, 94.8
Extractia carbunelui superior si inferior, Luna iulie 2013, Procente, 120.1
Extractia carbunelui superior si inferior, Luna august 2013, Procente, 156.7
Extractia carbunelui superior si inferior, Luna septembrie 2013, Procente, 167.8
Extractia carbunelui superior si inferior, Luna octombrie 2013, Procente, 182
Extractia carbunelui superior si inferior, Luna noiembrie 2013, Procente, 156.4
Extractia carbunelui superior si inferior, Luna decembrie 2013, Procente, 123.4
Extractia carbunelui superior si inferior, Luna ianuarie 2014, Procente, 133.5
Extractia carbunelui superior si inferior, Luna februarie 2014, Procente, 149.8
Extractia carbunelui superior si inferior, Luna martie 2014, Procente, 124.9
Extractia carbunelui superior si inferior, Luna aprilie 2014, Procente, 89.3
Extractia carbunelui superior si inferior, Luna mai 2014, Procente, 136.3
Extractia carbunelui superior si inferior, Luna iunie 2014, Procente, 152.8
Extractia carbunelui superior si inferior, Luna iulie 2014, Procente, 157
Extractia carbunelui superior si inferior, Luna august 2014, Procente, 121.6
Extractia carbunelui superior si inferior, Luna septembrie 2014, Procente, 113.3
Extractia carbunelui superior si inferior, Luna octombrie 2014, Procente, 147.9
Extractia carbunelui superior si inferior, Luna noiembrie 2014, Procente, 159.9
Extractia carbunelui superior si inferior, Luna decembrie 2014, Procente, 126.9
Extractia carbunelui superior si inferior, Luna ianuarie 2015, Procente, 154.6
Extractia carbunelui superior si inferior, Luna februarie 2015, Procente, 148
Extractia carbunelui superior si inferior, Luna martie 2015, Procente, 155.1
Extractia carbunelui superior si inferior, Luna aprilie 2015, Procente, 102.4
Extractia carbunelui superior si inferior, Luna mai 2015, Procente, 128.1
Extractia carbunelui superior si inferior, Luna iunie 2015, Procente, 137.3
Extractia carbunelui superior si inferior, Luna iulie 2015, Procente, 138.7
Extractia carbunelui superior si inferior, Luna august 2015, Procente, 145.7
Extractia carbunelui superior si inferior, Luna septembrie 2015, Procente, 148.3
Extractia carbunelui superior si inferior, Luna octombrie 2015, Procente, 150.7
Extractia carbunelui superior si inferior, Luna noiembrie 2015, Procente, 168
Extractia carbunelui superior si inferior, Luna decembrie 2015, Procente, 166.5
Extractia carbunelui superior si inferior, Luna ianuarie 2016, Procente, 162.3
Extractia carbunelui superior si inferior, Luna februarie 2016, Procente, 156.8
Extractia carbunelui superior si inferior, Luna martie 2016, Procente, 105.8
Extractia carbunelui superior si inferior, Luna aprilie 2016, Procente, 78.8
Extractia carbunelui superior si inferior, Luna mai 2016, Procente, 105
Extractia carbunelui superior si inferior, Luna iunie 2016, Procente, 117.5
Extractia carbunelui superior si inferior, Luna iulie 2016, Procente, 136.2
Extractia carbunelui superior si inferior, Luna august 2016, Procente, 122.5
Extractia carbunelui superior si inferior, Luna septembrie 2016, Procente, 138.4
Extractia carbunelui superior si inferior, Luna octombrie 2016, Procente, 147.1
Extractia carbunelui superior si inferior, Luna noiembrie 2016, Procente, 150.3
Extractia carbunelui superior si inferior, Luna decembrie 2016, Procente, 153
Extractia carbunelui superior si inferior, Luna ianuarie 2017, Procente, 157.9
Extractia carbunelui superior si inferior, Luna februarie 2017, Procente, 151.5
Extractia carbunelui superior si inferior, Luna martie 2017, Procente, 143.1
Extractia carbunelui superior si inferior, Luna aprilie 2017, Procente, 93.2
Extractia carbunelui superior si inferior, Luna mai 2017, Procente, 151
Extractia carbunelui superior si inferior, Luna iunie 2017, Procente, 148.6
Extractia carbunelui superior si inferior, Luna iulie 2017, Procente, 155.8
Extractia carbunelui superior si inferior, Luna august 2017, Procente, 153.6
Extractia carbunelui superior si inferior, Luna septembrie 2017, Procente, 156
Extractia carbunelui superior si inferior, Luna octombrie 2017, Procente, 151.9
Extractia carbunelui superior si inferior, Luna noiembrie 2017, Procente, 157.2
Extractia carbunelui superior si inferior, Luna decembrie 2017, Procente, 138.9
Extractia carbunelui superior si inferior, Luna ianuarie 2018, Procente, 156.2
Extractia carbunelui superior si inferior, Luna februarie 2018, Procente, 131.4
Extractia carbunelui superior si inferior, Luna martie 2018, Procente, 147.1
Extractia carbunelui superior si inferior, Luna aprilie 2018, Procente, 120.6
Extractia carbunelui superior si inferior, Luna mai 2018, Procente, 106.3
Extractia carbunelui superior si inferior, Luna iunie 2018, Procente, 117.6
Extractia carbunelui superior si inferior, Luna iulie 2018, Procente, 125.2
Extractia carbunelui superior si inferior, Luna august 2018, Procente, 133.9
Extractia carbunelui superior si inferior, Luna septembrie 2018, Procente, 137.1
Extractia carbunelui superior si inferior, Luna octombrie 2018, Procente, 156.3
Extractia carbunelui superior si inferior, Luna noiembrie 2018, Procente, 146.1
Extractia carbunelui superior si inferior, Luna decembrie 2018, Procente, 137.9
Extractia carbunelui superior si inferior, Luna ianuarie 2019, Procente, 111.2
Extractia carbunelui superior si inferior, Luna februarie 2019, Procente, 126
Extractia carbunelui superior si inferior, Luna martie 2019, Procente, 153
Extractia carbunelui superior si inferior, Luna aprilie 2019, Procente, 120.7
Extractia carbunelui superior si inferior, Luna mai 2019, Procente, 135
Extractia carbunelui superior si inferior, Luna iunie 2019, Procente, 105.9
Extractia carbunelui superior si inferior, Luna iulie 2019, Procente, 118.5
Extractia carbunelui superior si inferior, Luna august 2019, Procente, 115.5
Extractia carbunelui superior si inferior, Luna septembrie 2019, Procente, 131.3
Extractia carbunelui superior si inferior, Luna octombrie 2019, Procente, 129.8
Extractia carbunelui superior si inferior, Luna noiembrie 2019, Procente, 116.1
Extractia carbunelui superior si inferior, Luna decembrie 2019, Procente, 114.2
Extractia carbunelui superior si inferior, Luna ianuarie 2020, Procente, 106.8
Extractia carbunelui superior si inferior, Luna februarie 2020, Procente, 112.5
Extractia carbunelui superior si inferior, Luna martie 2020, Procente, 83.8
Extractia carbunelui superior si inferior, Luna aprilie 2020, Procente, 30.3
Extractia carbunelui superior si inferior, Luna mai 2020, Procente, 39.5
Extractia carbunelui superior si inferior, Luna iunie 2020, Procente, 75.9
Extractia carbunelui superior si inferior, Luna iulie 2020, Procente, 81.1
Extractia carbunelui superior si inferior, Luna august 2020, Procente, 100.9
Extractia carbunelui superior si inferior, Luna septembrie 2020, Procente, 97.9
Extractia carbunelui superior si inferior, Luna octombrie 2020, Procente, 102.3
Extractia carbunelui superior si inferior, Luna noiembrie 2020, Procente, 91.7
Extractia carbunelui superior si inferior, Luna decembrie 2020, Procente, 85.4
Extractia carbunelui superior si inferior, Luna ianuarie 2021, Procente, 87.5
Extractia carbunelui superior si inferior, Luna februarie 2021, Procente, 90
Extractia carbunelui superior si inferior, Luna martie 2021, Procente, 95.7
Extractia carbunelui superior si inferior, Luna aprilie 2021, Procente, 109.2
Extractia carbunelui superior si inferior, Luna mai 2021, Procente, 98.3
Extractia carbunelui superior si inferior, Luna iunie 2021, Procente, 93.8
Extractia carbunelui superior si inferior, Luna iulie 2021, Procente, 106.4
Extractia carbunelui superior si inferior, Luna august 2021, Procente, 112.6
Extractia carbunelui superior si inferior, Luna septembrie 2021, Procente, 107.5
Extractia carbunelui superior si inferior, Luna octombrie 2021, Procente, 107.2
Extractia carbunelui superior si inferior, Luna noiembrie 2021, Procente, 101
Extractia carbunelui superior si inferior, Luna decembrie 2021, Procente, 90.8
Extractia carbunelui superior si inferior, Luna ianuarie 2022, Procente, 92
Extractia carbunelui superior si inferior, Luna februarie 2022, Procente, 88.1
Extractia carbunelui superior si inferior, Luna martie 2022, Procente, 98.1
Extractia carbunelui superior si inferior, Luna aprilie 2022, Procente, 97.6
Extractia carbunelui superior si inferior, Luna mai 2022, Procente, 101.2
Extractia carbunelui superior si inferior, Luna iunie 2022, Procente, 106.7
Extractia carbunelui superior si inferior, Luna iulie 2022, Procente, 115.8
Extractia carbunelui superior si inferior, Luna august 2022, Procente, 111.4
Extractia carbunelui superior si inferior, Luna septembrie 2022, Procente, 104.3
Extractia carbunelui superior si inferior, Luna octombrie 2022, Procente, 112.5
Extractia carbunelui superior si inferior, Luna noiembrie 2022, Procente, 105.5
Extractia carbunelui superior si inferior, Luna decembrie 2022, Procente, 95.7
Extractia carbunelui superior si inferior, Luna ianuarie 2023, Procente, 80.7
Extractia carbunelui superior si inferior, Luna februarie 2023, Procente, 81.1
Extractia carbunelui superior si inferior, Luna martie 2023, Procente, 94.6
Extractia carbunelui superior si inferior, Luna aprilie 2023, Procente, 89.2
Extractia carbunelui superior si inferior, Luna mai 2023, Procente, 87.3
Extractia carbunelui superior si inferior, Luna iunie 2023, Procente, 81.9
Extractia carbunelui superior si inferior, Luna iulie 2023, Procente, 86
Extractia carbunelui superior si inferior, Luna august 2023, Procente, 87.2
Extractia carbunelui superior si inferior, Luna septembrie 2023, Procente, 81.4
Extractia carbunelui superior si inferior, Luna octombrie 2023, Procente, 84.4
Extractia carbunelui superior si inferior, Luna noiembrie 2023, Procente, 74.8
Extractia carbunelui superior si inferior, Luna decembrie 2023, Procente, 69.5
Extractia carbunelui superior si inferior, Luna ianuarie 2024, Procente, 73.4
Extractia carbunelui superior si inferior, Luna februarie 2024, Procente, 79.3
Extractia carbunelui superior si inferior, Luna martie 2024, Procente, 75.7
Extractia carbunelui superior si inferior, Luna aprilie 2024, Procente, 51.7
Extractia carbunelui superior si inferior, Luna mai 2024, Procente, 60.8
Extractia carbunelui superior si inferior, Luna iunie 2024, Procente, 69.9
Extractia carbunelui superior si inferior, Luna iulie 2024, Procente, 79.5
Extractia carbunelui superior si inferior, Luna august 2024, Procente, 68.9
Extractia carbunelui superior si inferior, Luna septembrie 2024, Procente, 65.8
Extractia carbunelui superior si inferior, Luna octombrie 2024, Procente, 80.5
Extractia carbunelui superior si inferior, Luna noiembrie 2024, Procente, 73.7
Extractia carbunelui superior si inferior, Luna decembrie 2024, Procente, 72.4
Extractia carbunelui superior si inferior, Luna ianuarie 2025, Procente, 76.6
Extractia carbunelui superior si inferior, Luna februarie 2025, Procente, 70.5
Extractia petrolului brut  si  a gazelor naturale, Luna ianuarie 2005, Procente, 164.5
Extractia petrolului brut  si  a gazelor naturale, Luna februarie 2005, Procente, 154
Extractia petrolului brut  si  a gazelor naturale, Luna martie 2005, Procente, 165.3
Extractia petrolului brut  si  a gazelor naturale, Luna aprilie 2005, Procente, 152
Extractia petrolului brut  si  a gazelor naturale, Luna mai 2005, Procente, 150.2
Extractia petrolului brut  si  a gazelor naturale, Luna iunie 2005, Procente, 145.6
Extractia petrolului brut  si  a gazelor naturale, Luna iulie 2005, Procente, 149.4
Extractia petrolului brut  si  a gazelor naturale, Luna august 2005, Procente, 146.5
Extractia petrolului brut  si  a gazelor naturale, Luna septembrie 2005, Procente, 142.9
Extractia petrolului brut  si  a gazelor naturale, Luna octombrie 2005, Procente, 148.6
Extractia petrolului brut  si  a gazelor naturale, Luna noiembrie 2005, Procente, 159.6
Extractia petrolului brut  si  a gazelor naturale, Luna decembrie 2005, Procente, 169.4
Extractia petrolului brut  si  a gazelor naturale, Luna ianuarie 2006, Procente, 168.5
Extractia petrolului brut  si  a gazelor naturale, Luna februarie 2006, Procente, 150.3
Extractia petrolului brut  si  a gazelor naturale, Luna martie 2006, Procente, 162.8
Extractia petrolului brut  si  a gazelor naturale, Luna aprilie 2006, Procente, 141.8
Extractia petrolului brut  si  a gazelor naturale, Luna mai 2006, Procente, 143.3
Extractia petrolului brut  si  a gazelor naturale, Luna iunie 2006, Procente, 137.1
Extractia petrolului brut  si  a gazelor naturale, Luna iulie 2006, Procente, 138.2
Extractia petrolului brut  si  a gazelor naturale, Luna august 2006, Procente, 139.3
Extractia petrolului brut  si  a gazelor naturale, Luna septembrie 2006, Procente, 136.3
Extractia petrolului brut  si  a gazelor naturale, Luna octombrie 2006, Procente, 145.5
Extractia petrolului brut  si  a gazelor naturale, Luna noiembrie 2006, Procente, 148
Extractia petrolului brut  si  a gazelor naturale, Luna decembrie 2006, Procente, 158.3
Extractia petrolului brut  si  a gazelor naturale, Luna ianuarie 2007, Procente, 152
Extractia petrolului brut  si  a gazelor naturale, Luna februarie 2007, Procente, 143.5
Extractia petrolului brut  si  a gazelor naturale, Luna martie 2007, Procente, 154.6
Extractia petrolului brut  si  a gazelor naturale, Luna aprilie 2007, Procente, 144.7
